"Fast,expected"	"Medium,expected"	"Slow,expected"	"Fast,reg"	"Medium,reg"	"Slow,reg"	"Fast,eq"	"Medium,eq"	"Slow,eq"
"62"	274	274	2740	276,67927670803	268,052530205938	2704,27542076637	262,642484172828	297,225322475595	2667,44320179223
"63"	268	268	2680	299,228588864041	310,729510339958	2666,43261998449	292,323508899699	312,972790934419	2676,2583268035
"64"	262	262	2620	242,524720216147	329,498542667308	2479,43135281746	255,546965299335	272,359024787422	2567,71647801136
"65"	256	256	2560	277,611254085304	221,201288536272	2627,84715367542	262,614122670983	242,479422290267	2614,87692577294
"66"	250	250	2500	325,626372561959	200,300334570478	2648,6288468856	290,944157552841	286,534521484871	2560,48360871049
"67"	244	244	2440	254,626190747119	249,43383132161	2450,96346112604	229,400951331989	306,090458055631	2392,77534320459
"68"	239	239	2390	250,93823041131	242,88012991869	2499,62117124242	285,869177655413	185,692048335207	2538,19810478666
"69"	234	234	2340	224,891221609216	200,040133326896	2413,5971303154	236,508831879326	169,523908145603	2453,60625388114
"70"	229	229	2290	241,044432111199	240,821167584275	2291,81156192426	240,920711253678	230,663574665626	2310,36020865583
"71"	224	224	2240	201,078554000317	262,559885766514	2263,70266242125	197,368066117736	289,789811915274	2216,12042013023
"72"	219	219	2190	164,441807892513	254,181487435614	2174,46962864121	168,525933498455	239,377647382927	2192,78944101379
"73"	214	214	2140	175,440494277627	299,693512531976	1955,15941404892	175,87144334503	308,874017611439	1932,01841776114
"74"	209	209	2090	215,035247163351	205,719710369616	1990,54727058133	225,858769985513	161,906081282707	2034,80567320917
"75"	204	204	2040	176,324105019687	288,080052816783	1875,45682000403	212,149140701712	185,19888482457	2010,15512744098
"76"	199	199	1990	175,751458406246	213,891940735175	1996,64560976085	181,79856684379	217,119961091458	1987,10722464638
"77"	195	195	1950	199,054481388056	238,364063115102	1805,78821262916	187,663538620223	273,489877131417	1760,51701708914
"78"	191	191	1910	199,468826281743	152,52724819805	1884,4838277674	204,963475472332	155,415121968151	1867,72672064815
"79"	187	187	1870	188,95859412267	146,13438697955	1947,61114992332	204,730934870239	86,9421427860272	2025,45361265201
"80"	183	183	1830	195,157710295314	180,164204033962	1839,21047444114	209,853099974728	142,18140533954	1885,67185968528
"81"	179	179	1790	186,722582138152	169,818137177412	1790,85051383608	200,36174040859	159,558327459716	1775,11577561723
"82"	175	175	1750	183,112801928153	182,936357008895	1709,01494114441	191,803540141512	181,230901085054	1691,0916307241
"83"	171	171	1710	151,167174158039	230,918607660583	1688,12866754976	170,412527177685	171,15968001598	1770,92098620921
"84"	167	167	1670	149,719476210385	190,028713662759	1761,17889561379	180,81556546847	132,818071518769	1805,62453950092
"85"	163	163	1630	194,903307729822	135,146373328088	1771,8258553319	155,152830236261	231,516569595797	1671,1070321167
"86"	159	159	1590	171,026378383187	161,707600768551	1626,73859261072	187,918029887664	138,760887881893	1631,53589542516
"87"	155	155	1550	133,675199132368	148,992670919708	1696,24416878104	140,285755312965	135,020100613809	1715,9705673653
"88"	151	151	1510	157,618459543568	118,80507669839	1546,21034056203	164,450199854031	96,9245489046951	1571,8989641001
"89"	147	147	1470	123,314438333807	193,382419809206	1536,24538555359	103,053418082808	229,139244013316	1508,91744855929
"90"	144	144	1440	99,5251228979747	197,422255798909	1514,54838207937	101,724837236486	204,450501490562	1493,1233134712
"91"	141	141	1410	143,732552883563	91,6479562150954	1409,69373660431	136,74997137959	100,328504285786	1406,260351489
"92"	138	138	1380	125,004071465767	146,29860443757	1372,43547446502	120,531475124727	178,844247210613	1320,36901113873
"93"	135	135	1350	137,818254692121	87,0172542071268	1428,04543405022	105,852044764475	156,767459383917	1361,1131627766
"94"	132	132	1320	77,468901593466	238,581091152461	1241,83471379156	92,8229663747403	195,920162913635	1299,2233111279
"95"	129	129	1290	148,241280931101	169,089616088732	1319,85883839123	161,262207350907	126,478747189376	1370,41071594209
"96"	126	126	1260	138,704742328595	122,883680283142	1213,15349739505	151,37771540552	83,8060696689773	1262,13268746344
"97"	123	123	1230	135,566078545449	90,5471654352055	1259,04119926053	130,753304869952	93,8180128601985	1266,26626902375
"98"	120	120	1200	107,550252307905	135,277834301229	1211,18655692811	128,903901100713	74,693658320593	1274,1332652716
"99"	117	117	1170	108,456503032366	157,932344338501	1259,90600170093	115,222188408809	150,981855046744	1258,94151043725
"100"	114	114	1140	99,6717966960243	110,893857667174	1095,98521038883	105,22102027326	122,345203206194	1062,20138169289
"101"	111	111	1110	137,83957325654	72,8468851240057	1140,61052308575	125,815669958868	100,744882454705	1100,17624278161
"102"	108	108	1080	107,495664016982	120,793153978531	1030,81280404085	107,325347629395	123,597482154757	1026,83384121493
"103"	105	105	1050	95,9501407032637	115,837345148115	1062,41368405005	94,0005830397905	105,505439001683	1086,0250601092
"104"	102	102	1020	125,304827444477	59,6340130538835	1037,39378233415	118,584218870542	73,406807569377	1025,14037421102
"105"	99	99	990	90,0664330489193	80,0989039096289	1071,37209485066	70,7135426556583	141,951900391281	989,274898317255
"106"	97	97	970	95,2880430542003	104,555242038069	1013,68291529692	91,3974488772579	121,768030805961	983,73647224703
"107"	95	95	950	99,2302203388333	62,5462566668601	1020,39986893751	113,063008320936	32,1794416181374	1054,79722450564
"108"	93	93	930	108,383994029148	76,6895250302369	906,165767066554	69,9191016771683	168,919387490596	807,075758943841
"109"	91	91	910	89,7352100385708	111,438124678103	885,772500362535	111,920737307813	76,6588592475585	905,561250550475
"110"	89	89	890	71,3254161181246	115,826188104068	908,401042367541	86,5595493135655	91,8432447352668	927,989712461044
"111"	87	87	870	79,1758231284902	120,959146931902	821,649586228315	74,4993561664971	139,515844116833	797,302234023501
"112"	85	85	850	81,4295986881113	110,931448110144	902,190188186067	87,0941080774571	111,901299843742	887,504234049299
"113"	83	83	830	81,4817328300849	37,2881613654485	840,921768535602	82,5074561750268	31,8120627726056	849,018304850516
"114"	81	81	810	98,8124327958953	57,7543149289783	795,936108351948	99,311333722094	41,8012649123138	828,780668217708
"115"	79	79	790	80,4894389976376	63,3986911253422	768,130273059019	74,4741996664496	81,9631308252342	739,679138889566
"116"	77	77	770	70,1539119866275	108,729943340328	829,401807072486	84,8689836955771	90,6421641645876	836,063563993428
"117"	75	75	750	82,4788453115317	54,8759397751303	774,006446348681	89,9462653515097	36,7217220338266	791,516227071432
"118"	73	73	730	74,6984231403321	90,4437645590984	696,0741069251	69,8797644261983	83,9937241063336	723,169525800259
"119"	71	71	710	65,8909215769523	82,0795774825245	811,58788980775	60,0149087971616	107,988400092155	768,843200855732
"120"	69	69	690	78,1597407748357	53,4039591895089	664,676099503029	57,3875339683666	103,547974121545	612,334447242397
"121"	67	67	670	84,5244425427064	55,5372011323925	726,887643118592	77,1858463896448	83,6247930641275	685,301484116812
"122"	65	65	650	72,8627024556305	79,4594059378627	654,253928268147	94,7123587502003	41,3871502965677	688,0054189867
"123"	63	63	630	50,4755496159533	63,4722703724282	686,688894868277	51,06998615443	63,9977478643765	676,983473322713
"124"	61	61	610	60,7314171502663	81,8196182916034	579,651824403314	68,3379510302324	74,0371683077238	586,325245663788
"125"	59	59	590	67,9121066377018	42,7677651191915	612,835214696943	54,4452429289192	58,7036801057721	607,247678859897
"126"	57	57	570	72,3573766331752	86,1999177425537	498,157214282475	82,0901611711811	51,1054899010418	548,640072324383
"127"	55	55	550	54,5537896197423	71,5848114901532	564,895887652672	54,5280894613158	65,7337574844834	573,848029930245
"128"	53	53	530	46,2642153379633	26,3708454471609	596,491568594566	33,9197039347334	61,711635144347	552,697515917333
"129"	51	51	510	28,8401022326218	65,4573348264613	469,512754680372	42,0614730039732	29,4848211348901	505,370439243358
"130"	49	49	490	51,8275967490049	22,3731316655479	554,766033455488	48,5583976959005	42,0202822118408	522,721849804186
"131"	48	48	480	39,9262495780772	36,4743158992575	485,433013574515	41,2116051472575	33,9697540094773	488,54633622424
"132"	47	47	470	36,4670909505208	76,4160137069766	402,679248401472	27,4457111931117	97,9763523538002	377,431775063198
"133"	46	46	460	42,71056494907	36,9019663008395	517,932813012437	35,562259144034	56,6058686809218	496,478777179946
"134"	45	45	450	46,5449816881976	35,9513669147695	459,644587450977	33,0886211788523	47,6051823802661	462,425013124905
"135"	44	44	440	45,4142831923272	27,2651281231604	469,511381331047	44,9657875361845	28,0036542841507	473,061388950498
"136"	43	43	430	46,9471268916319	22,8593552923252	457,402318946853	51,1730171357765	9,27891697935913	475,460705951438
"137"	42	42	420	28,7500843990584	65,3960192936931	428,812187066754	32,892748368039	53,5548245761704	445,413227759655
"138"	41	41	410	53,2280710116131	1,31315575927211	425,095431895739	48,2678127836684	7,25906982802054	421,554786073401
"139"	40	40	400	31,8527686492318	50,0564085358799	363,869888855295	30,9266684086377	48,4664957164127	364,818123741797
"140"	39	39	390	30,617589800351	79,7984125371479	359,753550667287	35,9929617249521	79,4726970441593	347,30392204392
"141"	38	38	380	38,8026484761948	30,83346026652	380,847461952607	40,6162159674895	18,8321042919835	401,114203889558
"142"	37	37	370	44,8596507538285	25,537617890938	380,995756663696	40,8221747075312	39,5612112929363	363,2509762082
"143"	36	36	360	27,7826535033569	57,6533414705782	345,932009375539	43,6569076244828	21,5732216394385	387,221783471865
"144"	35	35	350	33,4741476447625	51,1185500248898	354,061411603391	30,2795542901665	76,4873486982243	315,187612155965
"145"	34	34	340	36,2504023866651	31,817852997081	352,335668974488	48,7950457101803	-3,91894436767151	387,780016508171
"146"	33	33	330	34,7914577439597	41,8674778857722	306,154285418354	34,5344137574428	44,9480441106671	302,97951885137
"147"	32	32	320	20,9734596310983	33,8156353068672	306,664275235645	26,0457430778484	16,4300775094984	328,299597977959
"148"	31	31	310	29,084794230091	32,0381794134341	331,198219959156	33,2561585017093	20,2583215136673	344,058481682738
"149"	30	30	300	10,5349602045472	73,8655879109116	279,190491920286	19,5698800642747	60,7531288283401	287,413131494813
"150"	29	29	290	28,8255475888938	39,773538604569	305,657497796398	33,0236699273934	18,4827053608086	336,161292110348
"151"	28	28	280	26,1915979535534	25,415140383967	339,296212475668	21,3291114637374	41,6113366850669	319,656493023131
"152"	27	27	270	44,4929226612709	13,0068903668032	281,095569386901	33,647485227276	39,9572116354524	252,162526539664
"153"	26	26	260	31,1361411635569	23,7045332475146	261,22679557271	20,5749101466071	41,8990945132792	249,205464615787
"154"	25	25	250	21,6883877098802	39,8989565369231	198,015646902727	26,0151184218801	34,6893674617862	201,381029667958
"155"	24	24	240	9,62491074155086	46,8122853810482	230,539501576404	13,4175804051831	33,5125503275547	242,155374630378
"156"	23	23	230	20,6894315312029	23,4861310195202	202,010330710245	21,5831452307368	20,2382470919468	205,940978622118
"157"	22	22	220	18,9465277989484	12,7045047435343	220,43626224368	23,6709766540493	0,425403056196246	235,562089420048
"158"	21	21	210	19,4341744032993	4,05480567260562	221,350824378177	12,112350405227	26,02581157761	194,36643512255
"159"	20	20	200	23,9339060486868	15,7619203325684	199,189741563342	18,8211729169535	18,5775649272986	203,445535475409
"160"	19	19	190	17,7641146182943	22,3658502373926	160,679927232498	13,7452906091361	29,3404844329994	153,318153729093
"161"	18	18	180	9,96921902184042	34,5116035138423	161,072690248551	5,8117694479499	42,6398968204269	154,322254224295
"162"	17	17	170	18,5162849778853	7,41611458774563	198,955548551419	30,9038270904905	-15,3940446835356	215,923239322321
"163"	16	16	160	25,9004989110257	-3,27168570482756	186,520430822157	23,7103525094007	3,59334129764862	178,283189427095
"164"	15	15	150	17,8367986519814	2,17796984800607	161,477504747623	16,3008592729293	8,52155259565559	150,56933947171
"165"	14	14	140	22,8956695666708	-17,9078847187697	173,794705787985	14,0134791131694	1,99166341791018	148,69781812585
"166"	13	13	130	17,8924427112564	11,3648300717864	114,30825331666	21,970351120721	5,89425480329269	115,698913210915
"167"	12	12	120	11,9464688917949	5,91481805382812	118,420645716141	14,2954034581766	0,265285494445603	127,253135446805
"168"	11	11	110	19,0602938374143	-2,73749107145784	134,934260738921	11,4739354583621	8,77652972389631	126,162536810014
"169"	10	10	100	13,2802456019365	5,3054700134889	126,893299383501	19,0390358303986	-8,77027601354536	141,952101952704
"170"	9	9	90	4,47330407640424	25,6425514900818	56,8627271250719	7,20124532841784	13,9991903240224	74,0368261341587
"171"	8	8	80	10,7561589070508	3,20194241894387	78,4004910927746	13,0766699023629	-1,24768198202032	84,1152129801303
"172"	7	7	70	7,99142111190982	0,222382475856001	85,5822327077122	3,63928583855853	15,0719539586774	68,482892802346
"173"	6	6	60	5,46515443596438	16,3335579428904	46,2453450742357	7,62916180359868	8,07465727993779	55,8383159863496
"174"	5	5	50	3,08469312293731	2,13948260551201	55,1295313025931	1,54092357606919	6,45554179653174	50,6293099655745
"175"	4	4	40	1,13869980098479	7,00517733168507	34,5903199426996	0,36566069730082	8,80471345732469	31,3706385622007
"176"	3	3	30	-0,318065480921995	9,2008902267259	32,1354551571665	3,98391087139421	0,366836534842483	40,5765464987396
"177"	2	2	20	4,97236742761286	-3,83345707754436	30,9679231588672	3,84432874481497	-1,0486345570805	27,216735738216
"178"	1	1	10	-0,872974939725006	5,82674764415581	10,5788425480205	-0,189017897270558	2,08652298440023	15,9820614909114
