"A.n"	"A.n.sigma"	"B.n.mean"	"B.n.na"	"B.n.sigma"	"B.n.error.mean"	"C.n.mean"	"C.n.na"	"C.n.sigma"	"C.n.error.mean"
"49"	150	12.2474487139159	150.120652256508	0	23.2616482548799	19.2706473888112	150.803735582943	0	24.996131089372	10.2787456513829
"50"	142	11.916375287813	143.156959268228	0	22.9278166135584	18.7471406453944	143.064687017023	0	23.661619367456	10.0176373911986
"51"	134	11.5758369027902	134.156585073486	0	22.0949291739806	18.2687638664831	133.98279695252	0	22.8310788505207	9.70952793568757
"52"	126	11.2249721603218	124.515203580765	0	21.6658793082986	17.4763629960032	125.517592908094	0	22.2877854298197	9.39569288070416
"53"	118	10.8627804912002	117.825961138311	0	20.2424104345479	17.2814306532636	117.987527897641	0	22.7155424798215	9.13896483258246
"54"	112	10.5830052442584	111.44278027091	0	20.0444261409718	16.689282028165	111.851326565446	0	21.302570646484	8.88404199624549
"55"	106	10.295630140987	105.011902516204	0	19.8181133821497	16.0729286168942	106.176219947552	0	20.7953218224972	8.63533508700284
"56"	100	10	100.712273909443	0	19.0688204475747	15.879219153946	100.684151502256	0	19.97020361551	8.42186629906861
"57"	94	9.69535971483266	94.9257898419568	0	18.6446257183415	15.3418449636822	95.2867733273012	0	19.4954944931062	8.13698945881827
"58"	88	9.38083151964686	87.8164969644882	0	17.3060731432419	14.78186182544	87.0965657527277	1	18.8857979470241	7.84925720656305
"59"	82	9.05538513813742	81.6585783571185	0	17.0079451714792	14.2516160744858	82.0325260445127	0	17.6559214469771	7.61539553681357
"60"	76	8.71779788708135	75.8484288038351	0	16.9802157737089	13.6535502342892	75.5816263930258	0	17.783913274567	7.29307023723482
"61"	72	8.48528137423857	72.4429289194751	0	17.0331887554347	13.4002028215818	72.1184147285867	0	17.8732481703571	7.12104260562702
"62"	68	8.24621125123532	68.0020016209495	0	16.0463336515538	12.8816391736666	67.43688665685	1	16.7282967259836	6.89867254936776
"63"	64	8	63.3744737532109	0	14.9233821354769	12.7189867177231	62.7929103787432	0	15.734176299453	6.72367819576254
"64"	60	7.74596669241483	59.3283816509476	0	14.8834256478423	12.122066571833	58.8629742325449	1	15.569008093113	6.47411094256352
"65"	56	7.48331477354788	56.0176397879655	0	14.5433743095825	11.7453946629287	56.0045116671512	0	15.6109475672777	6.26995809284151
"66"	52	7.21110255092798	51.934939885156	0	13.9138515877494	11.412710743986	51.6936868887587	0	14.8751826850946	6.05952836161359
"67"	48	6.92820323027551	47.8276934552659	0	13.3654957239018	10.8632354383492	47.8041961242843	0	13.7621491797023	5.81052918136263
"68"	44	6.6332495807108	44.0730938025704	0	12.632092876494	10.4945400701393	44.3479852804786	0	13.2188437674806	5.576732356032
"69"	40	6.32455532033676	39.4127208944226	0	12.321948239894	9.92023779346458	39.6789045043208	1	13.013336400473	5.27714788182054
"70"	36	6	35.841147516228	0	11.3158232699524	9.42318239287344	35.6727839344744	0	12.2023177705924	5.04861203222169
"71"	34	5.8309518948453	33.8874951662154	0	11.4319502568521	9.12425247061067	33.8542788544224	0	12.0484974998079	4.86601264110046
"72"	32	5.65685424949238	31.9214415809574	0	11.2163904999503	8.83949665891042	32.2280622001743	0	11.9445737314575	4.752478078677
"73"	30	5.47722557505166	29.3592331545441	0	10.5434381881566	8.60137079913171	29.620769898551	0	11.2300179849021	4.59626359140235
"74"	28	5.29150262212918	28.765812892848	0	10.4213263832814	8.43140458844555	28.4906450619709	0	10.6397877664938	4.45083545290727
"75"	26	5.09901951359278	25.9018048847289	0	9.52930092013635	8.01602489562666	25.8104135997458	0	10.2968089166291	4.27868586932686
"76"	24	4.89897948556636	24.2181292556879	0	9.41909904457466	7.72242298127408	24.4698877298698	1	10.0737528666914	4.10284433385396
"77"	22	4.69041575982343	21.7881708954779	0	9.32585875903373	7.35853079524039	21.9817520004342	2	9.6090625260408	3.90409970536114
"78"	20	4.47213595499958	19.6738014417014	0	8.32765455826229	7.03181571444296	19.9565786628383	1	8.99461301515085	3.74493582193673
"79"	18	4.24264068711928	18.3727736876075	0	8.10926542284002	6.63546005802296	18.3481435390886	0	8.63621033562153	3.56264647066646
"80"	16	4	15.5000119117916	0	7.68206841406987	6.20765027079745	15.8028922760249	0	8.21564418555327	3.34247104707717
"81"	14	3.74165738677394	14.0649086594392	0	7.08053674321882	5.92072431288104	14.0565113939716	0	7.60765605369781	3.14104706851511
"82"	12	3.46410161513775	11.9538680439325	0	6.57318073298127	5.49324114545994	11.7944756775657	0	6.81063592273793	2.91020171806901
"83"	10	3.16227766016838	10.3896851798668	0	6.29241875092651	5.02553725361541	10.4060319833868	0	6.85404259548428	2.6544789105684
"84"	8	2.82842712474619	7.80352342685827	0	5.53595453589896	4.38035591298917	7.81250766018644	0	5.95518856076889	2.3585294772174
"85"	6	2.44948974278318	5.90730037695471	0	4.69216201957184	3.81715853787706	6.06378094432862	0	4.9521343600898	2.04539014684654
"86"	4	2	3.90286228164571	0	3.76780447774329	3.09231146365941	4.08444875208056	0	3.97726500037933	1.66950821481071
"87"	2	1.4142135623731	1.95460635612888	0	2.71771084456987	2.18291682348792	1.91307728521042	1	2.76802649210463	1.17308768164276
