"A.n"	"A.n.sigma"	"B.n.mean"	"B.n.na"	"B.n.sigma"	"B.n.error.mean"	"C.n.mean"	"C.n.na"	"C.n.sigma"	"C.n.error.mean"
"63"	32	5.65685424949238	32.7151311244038	0	23.5536258767461	22.3476220931539	33.8166706523386	0	25.2219143591797	16.1133948114424
"64"	30	5.47722557505166	30.0219893815998	0	23.0323616416961	21.6104451517818	30.9001786343398	1	24.6955851067853	15.515303149595
"65"	28	5.29150262212918	28.2650759229912	0	22.6809616001428	20.855839898883	28.0776421171817	0	24.6014632066761	15.0260476343278
"66"	26	5.09901951359278	26.4592134339467	0	22.1935490329184	20.1738311297614	26.8531836860203	0	24.0508757106028	14.52175004573
"67"	24	4.89897948556636	24.0603763857858	0	20.4568653706178	19.3214281083147	24.108787075261	0	21.7816169741092	13.925019766002
"68"	22	4.69041575982343	21.7393888492585	0	19.0268656029744	18.5937271114724	21.4305206552008	0	20.9799764490148	13.3647221730933
"69"	20	4.47213595499958	20.2724918662263	0	18.6014403542052	17.5609736381087	20.0118358146221	1	20.6832846529747	12.6467636013933
"70"	18	4.24264068711928	17.7751387303423	0	16.9932625203332	16.7704594688793	18.0622786742876	0	19.0689356966387	12.0990739301346
"71"	17	4.12310562561766	17.3607206758228	0	17.0027708782368	16.1301157197444	17.4828651835912	0	18.5509857224885	11.6614717749603
"72"	16	4	15.9256795079741	0	16.9073812365422	15.8809560406207	15.2605219279393	0	19.0611587823336	11.3893843973611
"73"	15	3.87298334620742	15.3249277690839	0	16.3019497422323	15.2932609779367	14.9080854637332	0	17.9254696437331	11.0150141684194
"74"	14	3.74165738677394	13.6860596866249	0	15.2511582882869	14.764995498417	14.0908321687515	0	16.5451291339154	10.6664934352681
"75"	13	3.60555127546399	12.9563381412608	0	14.3945690405674	14.2918989576846	13.1379207050263	0	16.104364479597	10.2539343912201
"76"	12	3.46410161513775	11.6734254213343	0	14.1524843866612	13.6095255710494	11.4141860626619	1	15.9432861305234	9.83252783906337
"77"	11	3.3166247903554	11.5463452412262	0	13.7463634034045	13.0277403125503	11.2015808081228	2	15.156181575476	9.35623320630315
"78"	10	3.16227766016838	10.419042610317	0	13.2573769115361	12.4708736348004	9.81479194517289	1	14.2169696442877	8.9747946337775
"79"	9	3	8.67818680655893	0	12.3142603731022	11.842849007788	8.65377131695275	0	13.5813870247391	8.53793537839749
"80"	8	2.82842712474619	8.72149638597661	0	11.9594933573924	11.1766586666558	8.11421982450657	0	12.7080101353578	8.01028180942327
"81"	7	2.64575131106459	7.06708104479156	0	10.8113165375497	10.4584135056865	7.06865637690513	0	12.0737172944895	7.52756604731082
"82"	6	2.44948974278318	5.88951791603841	0	9.97561727982541	9.65250555592762	6.13477194977184	0	10.6441403643779	6.9743416626318
"83"	5	2.23606797749979	4.80953696034739	0	9.5342665688454	8.80924515951799	4.79943104461042	0	11.0055948529039	6.36149826581405
"84"	4	2	4.0249148633905	0	8.24507207063281	7.84753911779335	4.02422598627796	0	9.25389120164038	5.65225103749498
"85"	3	1.73205080756888	3.14273204395375	0	7.05594119942899	6.79757772918916	2.83274417508211	0	7.73379072499864	4.90180798879183
"86"	2	1.4142135623731	2.1903382212684	0	5.87117157644826	5.5212868030361	1.87973129185155	0	6.16864485579457	4.0010013610499
"87"	1	1	1.19298481107784	0	4.23289109081145	3.85684794515598	1.24703693291492	1	4.4233779579573	2.8113220813612
